Sexo;Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
Hombres;01 Andalucía;Servicios;2018T2;1.148,2
Hombres;01 Andalucía;Servicios;2018T1;1.106,3
Hombres;01 Andalucía;Servicios;2017T4;1.126,1
Hombres;01 Andalucía;Servicios;2017T3;1.150,6
Hombres;01 Andalucía;Servicios;2017T2;1.114,4
Hombres;01 Andalucía;Servicios;2017T1;1.080,4
Hombres;01 Andalucía;Servicios;2016T4;1.076,9
Hombres;01 Andalucía;Servicios;2016T3;1.083,6
Hombres;01 Andalucía;Servicios;2016T2;1.071,6
Hombres;01 Andalucía;Servicios;2016T1;1.074,8
Hombres;01 Andalucía;Servicios;2015T4;1.075,0
Hombres;01 Andalucía;Servicios;2015T3;1.098,3
Hombres;01 Andalucía;Servicios;2015T2;1.106,9
Hombres;01 Andalucía;Servicios;2015T1;1.060,0
Hombres;01 Andalucía;Servicios;2014T4;1.047,1
Hombres;01 Andalucía;Servicios;2014T3;1.060,7
Hombres;01 Andalucía;Servicios;2014T2;1.025,8
Hombres;01 Andalucía;Servicios;2014T1;976,1
Hombres;01 Andalucía;Servicios;2013T4;994,3
Hombres;01 Andalucía;Servicios;2013T3;1.013,6
Hombres;01 Andalucía;Servicios;2013T2;995,9
Hombres;01 Andalucía;Servicios;2013T1;969,1
Hombres;01 Andalucía;Servicios;2012T4;982,0
Hombres;01 Andalucía;Servicios;2012T3;1.019,9
Hombres;01 Andalucía;Servicios;2012T2;1.012,2
Hombres;01 Andalucía;Servicios;2012T1;998,9
Hombres;01 Andalucía;Servicios;2011T4;1.035,5
Hombres;01 Andalucía;Servicios;2011T3;1.070,9
Hombres;01 Andalucía;Servicios;2011T2;1.056,5
Hombres;01 Andalucía;Servicios;2011T1;1.045,5
Hombres;01 Andalucía;Servicios;2010T4;1.041,3
Hombres;01 Andalucía;Servicios;2010T3;1.072,2
Hombres;01 Andalucía;Servicios;2010T2;1.054,7
Hombres;01 Andalucía;Servicios;2010T1;1.028,5
Hombres;01 Andalucía;Servicios;2009T4;1.043,4
Hombres;01 Andalucía;Servicios;2009T3;1.079,5
Hombres;01 Andalucía;Servicios;2009T2;1.081,3
Hombres;01 Andalucía;Servicios;2009T1;1.065,7
Hombres;01 Andalucía;Servicios;2008T4;1.096,9
Hombres;01 Andalucía;Servicios;2008T3;1.131,6
Hombres;01 Andalucía;Servicios;2008T2;1.097,5
Hombres;01 Andalucía;Servicios;2008T1;1.074,8
Hombres;02 Aragón;Servicios;2025T3;182,0
Hombres;02 Aragón;Servicios;2025T2;187,5
Hombres;02 Aragón;Servicios;2025T1;186,2
Hombres;02 Aragón;Servicios;2024T4;190,9
Hombres;02 Aragón;Servicios;2024T3;191,3
Hombres;02 Aragón;Servicios;2024T2;189,7
Hombres;02 Aragón;Servicios;2024T1;189,5
Hombres;02 Aragón;Servicios;2023T4;182,1
Hombres;02 Aragón;Servicios;2023T3;184,6
Hombres;02 Aragón;Servicios;2023T2;198,8
Hombres;02 Aragón;Servicios;2023T1;182,7
Hombres;02 Aragón;Servicios;2022T4;187,2
Hombres;02 Aragón;Servicios;2022T3;184,4
Hombres;02 Aragón;Servicios;2022T2;175,4
Hombres;02 Aragón;Servicios;2022T1;169,5
Hombres;02 Aragón;Servicios;2021T4;168,5
Hombres;02 Aragón;Servicios;2021T3;169,2
Hombres;02 Aragón;Servicios;2021T2;164,7
Hombres;02 Aragón;Servicios;2021T1;166,3
Hombres;02 Aragón;Servicios;2020T4;161,8
Hombres;02 Aragón;Servicios;2020T3;165,9
Hombres;02 Aragón;Servicios;2020T2;165,5
Hombres;02 Aragón;Servicios;2020T1;167,0
Hombres;02 Aragón;Servicios;2019T4;176,3
Hombres;02 Aragón;Servicios;2019T3;176,6
Hombres;02 Aragón;Servicios;2019T2;173,1
Hombres;02 Aragón;Servicios;2019T1;172,5
Hombres;02 Aragón;Servicios;2018T4;166,0
Hombres;02 Aragón;Servicios;2018T3;169,8
Hombres;02 Aragón;Servicios;2018T2;165,5
Hombres;02 Aragón;Servicios;2018T1;162,0
Hombres;02 Aragón;Servicios;2017T4;170,4
Hombres;02 Aragón;Servicios;2017T3;176,5
Hombres;02 Aragón;Servicios;2017T2;176,1
Hombres;02 Aragón;Servicios;2017T1;168,5
Hombres;02 Aragón;Servicios;2016T4;169,7
Hombres;02 Aragón;Servicios;2016T3;168,3
Hombres;02 Aragón;Servicios;2016T2;163,0
Hombres;02 Aragón;Servicios;2016T1;163,2
Hombres;02 Aragón;Servicios;2015T4;169,5
Hombres;02 Aragón;Servicios;2015T3;163,4
Hombres;02 Aragón;Servicios;2015T2;164,7
Hombres;02 Aragón;Servicios;2015T1;162,2
Hombres;02 Aragón;Servicios;2014T4;169,3
Hombres;02 Aragón;Servicios;2014T3;173,2
Hombres;02 Aragón;Servicios;2014T2;165,9
Hombres;02 Aragón;Servicios;2014T1;161,0
Hombres;02 Aragón;Servicios;2013T4;165,3
Hombres;02 Aragón;Servicios;2013T3;165,9
Hombres;02 Aragón;Servicios;2013T2;162,8
Hombres;02 Aragón;Servicios;2013T1;165,2
Hombres;02 Aragón;Servicios;2012T4;167,1
Hombres;02 Aragón;Servicios;2012T3;165,3
Hombres;02 Aragón;Servicios;2012T2;166,6
Hombres;02 Aragón;Servicios;2012T1;164,0
Hombres;02 Aragón;Servicios;2011T4;160,6
Hombres;02 Aragón;Servicios;2011T3;161,4
Hombres;02 Aragón;Servicios;2011T2;161,2
Hombres;02 Aragón;Servicios;2011T1;155,5
Hombres;02 Aragón;Servicios;2010T4;152,5
Hombres;02 Aragón;Servicios;2010T3;154,4
Hombres;02 Aragón;Servicios;2010T2;156,7
Hombres;02 Aragón;Servicios;2010T1;163,5
Hombres;02 Aragón;Servicios;2009T4;164,8
Hombres;02 Aragón;Servicios;2009T3;167,5
Hombres;02 Aragón;Servicios;2009T2;162,1
Hombres;02 Aragón;Servicios;2009T1;169,8
Hombres;02 Aragón;Servicios;2008T4;171,5
Hombres;02 Aragón;Servicios;2008T3;175,5
Hombres;02 Aragón;Servicios;2008T2;170,9
Hombres;02 Aragón;Servicios;2008T1;169,1
Hombres;03 Asturias, Principado de;Servicios;2025T3;142,7
Hombres;03 Asturias, Principado de;Servicios;2025T2;141,6
Hombres;03 Asturias, Principado de;Servicios;2025T1;136,3
Hombres;03 Asturias, Principado de;Servicios;2024T4;130,2
Hombres;03 Asturias, Principado de;Servicios;2024T3;127,5
Hombres;03 Asturias, Principado de;Servicios;2024T2;118,2
Hombres;03 Asturias, Principado de;Servicios;2024T1;119,6
Hombres;03 Asturias, Principado de;Servicios;2023T4;117,4
Hombres;03 Asturias, Principado de;Servicios;2023T3;121,6
Hombres;03 Asturias, Principado de;Servicios;2023T2;126,4
Hombres;03 Asturias, Principado de;Servicios;2023T1;119,2
Hombres;03 Asturias, Principado de;Servicios;2022T4;119,5
Hombres;03 Asturias, Principado de;Servicios;2022T3;122,7
Hombres;03 Asturias, Principado de;Servicios;2022T2;124,1
Hombres;03 Asturias, Principado de;Servicios;2022T1;129,1
Hombres;03 Asturias, Principado de;Servicios;2021T4;130,9
Hombres;03 Asturias, Principado de;Servicios;2021T3;120,8
Hombres;03 Asturias, Principado de;Servicios;2021T2;121,2
Hombres;03 Asturias, Principado de;Servicios;2021T1;124,6
Hombres;03 Asturias, Principado de;Servicios;2020T4;125,6
Hombres;03 Asturias, Principado de;Servicios;2020T3;126,3
Hombres;03 Asturias, Principado de;Servicios;2020T2;121,3
Hombres;03 Asturias, Principado de;Servicios;2020T1;129,7
Hombres;03 Asturias, Principado de;Servicios;2019T4;131,8
Hombres;03 Asturias, Principado de;Servicios;2019T3;126,1
Hombres;03 Asturias, Principado de;Servicios;2019T2;125,9
Hombres;03 Asturias, Principado de;Servicios;2019T1;125,3
Hombres;03 Asturias, Principado de;Servicios;2018T4;126,8
Hombres;03 Asturias, Principado de;Servicios;2018T3;129,0
Hombres;03 Asturias, Principado de;Servicios;2018T2;126,7
Hombres;03 Asturias, Principado de;Servicios;2018T1;126,8
Hombres;03 Asturias, Principado de;Servicios;2017T4;124,1
Hombres;03 Asturias, Principado de;Servicios;2017T3;125,8
Hombres;03 Asturias, Principado de;Servicios;2017T2;128,2
Hombres;03 Asturias, Principado de;Servicios;2017T1;127,2
Hombres;03 Asturias, Principado de;Servicios;2016T4;124,8
Hombres;03 Asturias, Principado de;Servicios;2016T3;125,5
Hombres;03 Asturias, Principado de;Servicios;2016T2;121,1
Hombres;03 Asturias, Principado de;Servicios;2016T1;122,2
Hombres;03 Asturias, Principado de;Servicios;2015T4;119,2
Hombres;03 Asturias, Principado de;Servicios;2015T3;124,5
Hombres;03 Asturias, Principado de;Servicios;2015T2;115,6
Hombres;03 Asturias, Principado de;Servicios;2015T1;119,1
Hombres;03 Asturias, Principado de;Servicios;2014T4;118,5
Hombres;03 Asturias, Principado de;Servicios;2014T3;123,9
Hombres;03 Asturias, Principado de;Servicios;2014T2;124,1
Hombres;03 Asturias, Principado de;Servicios;2014T1;124,3
Hombres;03 Asturias, Principado de;Servicios;2013T4;126,4
Hombres;03 Asturias, Principado de;Servicios;2013T3;120,7
Hombres;03 Asturias, Principado de;Servicios;2013T2;116,4
Hombres;03 Asturias, Principado de;Servicios;2013T1;119,2
Hombres;03 Asturias, Principado de;Servicios;2012T4;119,4
Hombres;03 Asturias, Principado de;Servicios;2012T3;118,2
Hombres;03 Asturias, Principado de;Servicios;2012T2;123,1
Hombres;03 Asturias, Principado de;Servicios;2012T1;127,4
Hombres;03 Asturias, Principado de;Servicios;2011T4;127,3
Hombres;03 Asturias, Principado de;Servicios;2011T3;128,1
Hombres;03 Asturias, Principado de;Servicios;2011T2;129,6
Hombres;03 Asturias, Principado de;Servicios;2011T1;122,7
Hombres;03 Asturias, Principado de;Servicios;2010T4;129,0
Hombres;03 Asturias, Principado de;Servicios;2010T3;133,7
Hombres;03 Asturias, Principado de;Servicios;2010T2;129,2
Hombres;03 Asturias, Principado de;Servicios;2010T1;129,5
Hombres;03 Asturias, Principado de;Servicios;2009T4;127,6
Hombres;03 Asturias, Principado de;Servicios;2009T3;132,8
Hombres;03 Asturias, Principado de;Servicios;2009T2;133,9
Hombres;03 Asturias, Principado de;Servicios;2009T1;135,6
Hombres;03 Asturias, Principado de;Servicios;2008T4;135,0
Hombres;03 Asturias, Principado de;Servicios;2008T3;136,8
Hombres;03 Asturias, Principado de;Servicios;2008T2;139,4
Hombres;03 Asturias, Principado de;Servicios;2008T1;133,1
Hombres;04 Balears, Illes;Servicios;2025T3;263,0
Hombres;04 Balears, Illes;Servicios;2025T2;240,7
Hombres;04 Balears, Illes;Servicios;2025T1;204,9
Hombres;04 Balears, Illes;Servicios;2024T4;232,5
Hombres;04 Balears, Illes;Servicios;2024T3;247,3
Hombres;04 Balears, Illes;Servicios;2024T2;250,7
Hombres;04 Balears, Illes;Servicios;2024T1;197,9
Hombres;04 Balears, Illes;Servicios;2023T4;220,8
Hombres;04 Balears, Illes;Servicios;2023T3;264,7
Hombres;04 Balears, Illes;Servicios;2023T2;242,0
Hombres;04 Balears, Illes;Servicios;2023T1;201,9
Hombres;04 Balears, Illes;Servicios;2022T4;211,2
Hombres;04 Balears, Illes;Servicios;2022T3;253,9
Hombres;04 Balears, Illes;Servicios;2022T2;228,6
Hombres;04 Balears, Illes;Servicios;2022T1;199,0
Hombres;04 Balears, Illes;Servicios;2021T4;189,7
Hombres;04 Balears, Illes;Servicios;2021T3;240,2
Hombres;04 Balears, Illes;Servicios;2021T2;210,5
Hombres;04 Balears, Illes;Servicios;2021T1;190,1
Hombres;04 Balears, Illes;Servicios;2020T4;203,2
Hombres;04 Balears, Illes;Servicios;2020T3;219,2
Hombres;04 Balears, Illes;Servicios;2020T2;203,5
Hombres;04 Balears, Illes;Servicios;2020T1;192,8
Hombres;04 Balears, Illes;Servicios;2019T4;218,0
Hombres;04 Balears, Illes;Servicios;2019T3;241,2
Hombres;04 Balears, Illes;Servicios;2019T2;226,1
Hombres;04 Balears, Illes;Servicios;2019T1;198,9
Hombres;04 Balears, Illes;Servicios;2018T4;220,0
Hombres;04 Balears, Illes;Servicios;2018T3;248,3
Hombres;04 Balears, Illes;Servicios;2018T2;220,3
Hombres;04 Balears, Illes;Servicios;2018T1;184,5
Hombres;04 Balears, Illes;Servicios;2017T4;198,4
Hombres;04 Balears, Illes;Servicios;2017T3;235,4
Hombres;04 Balears, Illes;Servicios;2017T2;216,9
Hombres;04 Balears, Illes;Servicios;2017T1;191,4
Hombres;04 Balears, Illes;Servicios;2016T4;197,5
Hombres;04 Balears, Illes;Servicios;2016T3;224,9
Hombres;04 Balears, Illes;Servicios;2016T2;217,6
Hombres;04 Balears, Illes;Servicios;2016T1;185,9
Hombres;04 Balears, Illes;Servicios;2015T4;191,8
Hombres;04 Balears, Illes;Servicios;2015T3;217,1
Hombres;04 Balears, Illes;Servicios;2015T2;203,8
Hombres;04 Balears, Illes;Servicios;2015T1;169,6
Hombres;04 Balears, Illes;Servicios;2014T4;184,7
Hombres;04 Balears, Illes;Servicios;2014T3;212,2
Hombres;04 Balears, Illes;Servicios;2014T2;200,9
Hombres;04 Balears, Illes;Servicios;2014T1;162,3
Hombres;04 Balears, Illes;Servicios;2013T4;183,8
Hombres;04 Balears, Illes;Servicios;2013T3;221,7
Hombres;04 Balears, Illes;Servicios;2013T2;207,7
Hombres;04 Balears, Illes;Servicios;2013T1;179,6
Hombres;04 Balears, Illes;Servicios;2012T4;185,4
Hombres;04 Balears, Illes;Servicios;2012T3;202,8
Hombres;04 Balears, Illes;Servicios;2012T2;189,6
Hombres;04 Balears, Illes;Servicios;2012T1;155,6
Hombres;04 Balears, Illes;Servicios;2011T4;164,1
Hombres;04 Balears, Illes;Servicios;2011T3;192,7
Hombres;04 Balears, Illes;Servicios;2011T2;184,4
Hombres;04 Balears, Illes;Servicios;2011T1;162,8
Hombres;04 Balears, Illes;Servicios;2010T4;171,5
Hombres;04 Balears, Illes;Servicios;2010T3;198,0
Hombres;04 Balears, Illes;Servicios;2010T2;178,4
Hombres;04 Balears, Illes;Servicios;2010T1;161,8
Hombres;04 Balears, Illes;Servicios;2009T4;169,2
Hombres;04 Balears, Illes;Servicios;2009T3;181,7
Hombres;04 Balears, Illes;Servicios;2009T2;164,8
Hombres;04 Balears, Illes;Servicios;2009T1;152,1
Hombres;04 Balears, Illes;Servicios;2008T4;172,8
Hombres;04 Balears, Illes;Servicios;2008T3;188,0
Hombres;04 Balears, Illes;Servicios;2008T2;181,0
Hombres;04 Balears, Illes;Servicios;2008T1;159,5
Hombres;05 Canarias;Servicios;2025T3;429,0
Hombres;05 Canarias;Servicios;2025T2;432,8
Hombres;05 Canarias;Servicios;2025T1;423,8
Hombres;05 Canarias;Servicios;2024T4;439,2
Hombres;05 Canarias;Servicios;2024T3;418,9
Hombres;05 Canarias;Servicios;2024T2;404,9
Hombres;05 Canarias;Servicios;2024T1;411,6
Hombres;05 Canarias;Servicios;2023T4;427,4
Hombres;05 Canarias;Servicios;2023T3;421,3
Hombres;05 Canarias;Servicios;2023T2;419,9
Hombres;05 Canarias;Servicios;2023T1;408,9
Hombres;05 Canarias;Servicios;2022T4;418,7
Hombres;05 Canarias;Servicios;2022T3;404,3
Hombres;05 Canarias;Servicios;2022T2;388,7
Hombres;05 Canarias;Servicios;2022T1;361,8
Hombres;05 Canarias;Servicios;2021T4;368,0
Hombres;05 Canarias;Servicios;2021T3;343,9
Hombres;05 Canarias;Servicios;2021T2;317,0
Hombres;05 Canarias;Servicios;2021T1;312,0
Hombres;05 Canarias;Servicios;2020T4;338,9
Hombres;05 Canarias;Servicios;2020T3;342,5
Hombres;05 Canarias;Servicios;2020T2;338,6
Hombres;05 Canarias;Servicios;2020T1;395,8
Hombres;05 Canarias;Servicios;2019T4;411,0
Hombres;05 Canarias;Servicios;2019T3;393,7
Hombres;05 Canarias;Servicios;2019T2;389,0
Hombres;05 Canarias;Servicios;2019T1;385,9
Hombres;05 Canarias;Servicios;2018T4;400,7
Hombres;05 Canarias;Servicios;2018T3;395,0
Hombres;05 Canarias;Servicios;2018T2;389,7
Hombres;05 Canarias;Servicios;2018T1;391,4
Hombres;05 Canarias;Servicios;2017T4;386,8
Hombres;05 Canarias;Servicios;2017T3;384,7
Hombres;05 Canarias;Servicios;2017T2;365,1
Hombres;05 Canarias;Servicios;2017T1;354,1
Hombres;05 Canarias;Servicios;2016T4;358,0
Hombres;05 Canarias;Servicios;2016T3;355,8
Hombres;05 Canarias;Servicios;2016T2;358,4
Hombres;05 Canarias;Servicios;2016T1;368,6
Hombres;05 Canarias;Servicios;2015T4;362,2
Hombres;05 Canarias;Servicios;2015T3;354,4
Hombres;05 Canarias;Servicios;2015T2;339,8
Hombres;05 Canarias;Servicios;2015T1;339,9
Hombres;05 Canarias;Servicios;2014T4;335,9
Hombres;05 Canarias;Servicios;2014T3;318,7
Hombres;05 Canarias;Servicios;2014T2;320,0
Hombres;05 Canarias;Servicios;2014T1;308,6
Hombres;05 Canarias;Servicios;2013T4;303,1
Hombres;05 Canarias;Servicios;2013T3;303,8
Hombres;05 Canarias;Servicios;2013T2;299,5
Hombres;05 Canarias;Servicios;2013T1;306,7
Hombres;05 Canarias;Servicios;2012T4;311,4
Hombres;05 Canarias;Servicios;2012T3;316,2
Hombres;05 Canarias;Servicios;2012T2;329,7
Hombres;05 Canarias;Servicios;2012T1;329,7
Hombres;05 Canarias;Servicios;2011T4;325,8
Hombres;05 Canarias;Servicios;2011T3;332,3
Hombres;05 Canarias;Servicios;2011T2;327,3
Hombres;05 Canarias;Servicios;2011T1;315,7
Hombres;05 Canarias;Servicios;2010T4;306,3
Hombres;05 Canarias;Servicios;2010T3;301,4
Hombres;05 Canarias;Servicios;2010T2;297,1
Hombres;05 Canarias;Servicios;2010T1;310,6
Hombres;05 Canarias;Servicios;2009T4;314,7
Hombres;05 Canarias;Servicios;2009T3;316,5
Hombres;05 Canarias;Servicios;2009T2;319,3
Hombres;05 Canarias;Servicios;2009T1;313,9
Hombres;05 Canarias;Servicios;2008T4;331,0
Hombres;05 Canarias;Servicios;2008T3;325,2
Hombres;05 Canarias;Servicios;2008T2;326,3
Hombres;05 Canarias;Servicios;2008T1;324,2
Hombres;06 Cantabria;Servicios;2025T3;83,5
Hombres;06 Cantabria;Servicios;2025T2;81,3
Hombres;06 Cantabria;Servicios;2025T1;81,8
Hombres;06 Cantabria;Servicios;2024T4;83,1
Hombres;06 Cantabria;Servicios;2024T3;85,0
Hombres;06 Cantabria;Servicios;2024T2;82,7
Hombres;06 Cantabria;Servicios;2024T1;85,9
Hombres;06 Cantabria;Servicios;2023T4;80,4
Hombres;06 Cantabria;Servicios;2023T3;83,3
Hombres;06 Cantabria;Servicios;2023T2;84,0
Hombres;06 Cantabria;Servicios;2023T1;78,7
Hombres;06 Cantabria;Servicios;2022T4;75,4
Hombres;06 Cantabria;Servicios;2022T3;82,7
Hombres;06 Cantabria;Servicios;2022T2;82,3
Hombres;06 Cantabria;Servicios;2022T1;79,8
Hombres;06 Cantabria;Servicios;2021T4;80,3
Hombres;06 Cantabria;Servicios;2021T3;89,3
Hombres;06 Cantabria;Servicios;2021T2;74,4
Hombres;06 Cantabria;Servicios;2021T1;72,3
Hombres;06 Cantabria;Servicios;2020T4;73,6
Hombres;06 Cantabria;Servicios;2020T3;74,1
Hombres;06 Cantabria;Servicios;2020T2;68,0
Hombres;06 Cantabria;Servicios;2020T1;71,8
Hombres;06 Cantabria;Servicios;2019T4;77,8
Hombres;06 Cantabria;Servicios;2019T3;77,1
Hombres;06 Cantabria;Servicios;2019T2;80,1
Hombres;06 Cantabria;Servicios;2019T1;78,4
Hombres;06 Cantabria;Servicios;2018T4;81,2
Hombres;06 Cantabria;Servicios;2018T3;82,4
Hombres;06 Cantabria;Servicios;2018T2;79,8
Hombres;06 Cantabria;Servicios;2018T1;78,3
Hombres;06 Cantabria;Servicios;2017T4;76,7
Hombres;06 Cantabria;Servicios;2017T3;78,9
Hombres;06 Cantabria;Servicios;2017T2;78,9
Hombres;06 Cantabria;Servicios;2017T1;78,9
Hombres;06 Cantabria;Servicios;2016T4;80,7
Hombres;06 Cantabria;Servicios;2016T3;82,2
Hombres;06 Cantabria;Servicios;2016T2;76,9
Hombres;06 Cantabria;Servicios;2016T1;75,4
Hombres;06 Cantabria;Servicios;2015T4;78,8
Hombres;06 Cantabria;Servicios;2015T3;80,9
Hombres;06 Cantabria;Servicios;2015T2;79,4
Hombres;06 Cantabria;Servicios;2015T1;82,1
Hombres;06 Cantabria;Servicios;2014T4;75,0
Hombres;06 Cantabria;Servicios;2014T3;77,5
Hombres;06 Cantabria;Servicios;2014T2;76,0
Hombres;06 Cantabria;Servicios;2014T1;72,4
Hombres;06 Cantabria;Servicios;2013T4;74,1
Hombres;06 Cantabria;Servicios;2013T3;72,7
Hombres;06 Cantabria;Servicios;2013T2;68,8
Hombres;06 Cantabria;Servicios;2013T1;72,1
Hombres;06 Cantabria;Servicios;2012T4;77,3
Hombres;06 Cantabria;Servicios;2012T3;79,7
Hombres;06 Cantabria;Servicios;2012T2;75,7
Hombres;06 Cantabria;Servicios;2012T1;76,6
Hombres;06 Cantabria;Servicios;2011T4;78,8
Hombres;06 Cantabria;Servicios;2011T3;81,2
Hombres;06 Cantabria;Servicios;2011T2;81,8
Hombres;06 Cantabria;Servicios;2011T1;79,5
Hombres;06 Cantabria;Servicios;2010T4;81,6
Hombres;06 Cantabria;Servicios;2010T3;81,1
Hombres;06 Cantabria;Servicios;2010T2;79,7
Hombres;06 Cantabria;Servicios;2010T1;76,9
Hombres;06 Cantabria;Servicios;2009T4;73,0
Hombres;06 Cantabria;Servicios;2009T3;75,5
Hombres;06 Cantabria;Servicios;2009T2;74,3
Hombres;06 Cantabria;Servicios;2009T1;74,6
Hombres;06 Cantabria;Servicios;2008T4;73,8
Hombres;06 Cantabria;Servicios;2008T3;74,9
Hombres;06 Cantabria;Servicios;2008T2;71,7
Hombres;06 Cantabria;Servicios;2008T1;70,4
